'sample interval','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
5874,0.118,0.050,-0.068,-0.084,0.093,-0.009,0.118,0.178,0.525,0.436,0.492,0.456,0.155,-0.288,-0.108
5875,0.113,0.049,-0.064,-0.082,0.088,-0.007,0.118,0.176,0.527,0.438,0.493,0.459,0.154,-0.287,-0.109
5876,0.113,0.049,-0.064,-0.081,0.088,-0.007,0.113,0.171,0.519,0.434,0.489,0.456,0.151,-0.292,-0.108
5877,0.116,0.048,-0.068,-0.082,0.091,-0.010,0.110,0.167,0.517,0.432,0.490,0.456,0.151,-0.296,-0.109
5878,0.114,0.043,-0.070,-0.079,0.092,-0.013,0.112,0.167,0.519,0.434,0.494,0.458,0.152,-0.300,-0.109
5879,0.114,0.035,-0.077,-0.074,0.096,-0.021,0.110,0.165,0.516,0.432,0.494,0.458,0.154,-0.308,-0.104
5880,0.117,0.032,-0.084,-0.074,0.101,-0.026,0.107,0.160,0.513,0.427,0.489,0.455,0.154,-0.312,-0.105
5881,0.117,0.034,-0.084,-0.075,0.101,-0.025,0.110,0.159,0.511,0.426,0.489,0.454,0.156,-0.316,-0.108
5882,0.117,0.035,-0.081,-0.076,0.100,-0.022,0.103,0.155,0.508,0.425,0.488,0.454,0.157,-0.315,-0.106
5883,0.117,0.037,-0.080,-0.077,0.099,-0.021,0.100,0.150,0.503,0.419,0.483,0.449,0.150,-0.312,-0.106
5884,0.118,0.039,-0.079,-0.079,0.099,-0.020,0.106,0.149,0.499,0.417,0.482,0.448,0.150,-0.311,-0.109
5885,0.115,0.034,-0.080,-0.074,0.098,-0.023,0.103,0.148,0.499,0.415,0.483,0.448,0.156,-0.314,-0.106
5886,0.112,0.029,-0.083,-0.070,0.098,-0.027,0.104,0.152,0.502,0.418,0.486,0.450,0.161,-0.317,-0.106
5887,0.111,0.025,-0.086,-0.068,0.099,-0.031,0.104,0.153,0.502,0.419,0.486,0.452,0.163,-0.321,-0.106
5888,0.106,0.024,-0.082,-0.066,0.095,-0.029,0.102,0.147,0.498,0.416,0.483,0.448,0.160,-0.319,-0.102
5889,0.103,0.029,-0.074,-0.066,0.088,-0.023,0.103,0.146,0.498,0.414,0.483,0.446,0.158,-0.314,-0.103
5890,0.103,0.028,-0.074,-0.066,0.089,-0.023,0.098,0.145,0.497,0.413,0.483,0.447,0.160,-0.316,-0.103
5891,0.103,0.026,-0.076,-0.066,0.090,-0.025,0.097,0.146,0.500,0.418,0.484,0.448,0.164,-0.314,-0.104
5892,0.104,0.021,-0.083,-0.064,0.094,-0.030,0.096,0.149,0.501,0.418,0.486,0.449,0.165,-0.317,-0.105
5893,0.105,0.015,-0.089,-0.060,0.098,-0.037,0.100,0.151,0.501,0.420,0.488,0.450,0.164,-0.320,-0.104
5894,0.104,0.011,-0.093,-0.058,0.099,-0.041,0.100,0.155,0.509,0.425,0.492,0.454,0.170,-0.323,-0.104
5895,0.107,0.013,-0.095,-0.060,0.101,-0.041,0.097,0.159,0.511,0.426,0.493,0.454,0.174,-0.325,-0.107
5896,0.108,0.018,-0.089,-0.064,0.099,-0.036,0.099,0.159,0.513,0.428,0.494,0.455,0.175,-0.318,-0.108
5897,0.108,0.018,-0.091,-0.063,0.100,-0.036,0.097,0.158,0.513,0.428,0.495,0.458,0.177,-0.319,-0.107
5898,0.107,0.005,-0.102,-0.057,0.105,-0.048,0.098,0.159,0.513,0.429,0.496,0.458,0.177,-0.327,-0.106
5899,0.103,0.003,-0.100,-0.053,0.102,-0.049,0.100,0.163,0.517,0.433,0.499,0.461,0.176,-0.327,-0.105
5900,0.105,0.006,-0.099,-0.056,0.102,-0.046,0.095,0.159,0.514,0.431,0.497,0.460,0.176,-0.325,-0.103
5901,0.105,0.004,-0.101,-0.055,0.103,-0.049,0.092,0.152,0.508,0.424,0.493,0.456,0.173,-0.326,-0.100
5902,0.103,0.007,-0.096,-0.056,0.100,-0.044,0.092,0.150,0.504,0.418,0.487,0.450,0.170,-0.326,-0.099
5903,0.097,0.006,-0.089,-0.051,0.093,-0.042,0.089,0.145,0.499,0.414,0.482,0.445,0.168,-0.327,-0.098
5904,0.085,0.005,-0.078,-0.045,0.082,-0.036,0.091,0.142,0.493,0.408,0.477,0.441,0.164,-0.329,-0.098
5905,0.071,-0.002,-0.072,-0.035,0.072,-0.036,0.095,0.141,0.489,0.406,0.472,0.436,0.158,-0.338,-0.096
5906,0.067,-0.011,-0.076,-0.029,0.071,-0.043,0.095,0.139,0.486,0.402,0.469,0.431,0.154,-0.349,-0.095
5907,0.070,-0.012,-0.081,-0.029,0.075,-0.046,0.092,0.138,0.484,0.400,0.466,0.430,0.154,-0.350,-0.095
5908,0.065,-0.013,-0.078,-0.026,0.072,-0.045,0.095,0.136,0.481,0.397,0.464,0.429,0.154,-0.347,-0.094
5909,0.065,-0.013,-0.077,-0.026,0.071,-0.045,0.091,0.131,0.477,0.390,0.458,0.424,0.151,-0.353,-0.091
5910,0.069,-0.014,-0.082,-0.028,0.075,-0.048,0.088,0.128,0.473,0.386,0.455,0.423,0.151,-0.356,-0.089
5911,0.070,-0.018,-0.087,-0.026,0.079,-0.052,0.089,0.129,0.472,0.387,0.455,0.423,0.152,-0.359,-0.090
5912,0.071,-0.025,-0.096,-0.024,0.084,-0.060,0.088,0.131,0.478,0.392,0.457,0.422,0.152,-0.366,-0.091
5913,0.073,-0.031,-0.104,-0.021,0.088,-0.068,0.091,0.132,0.478,0.391,0.458,0.423,0.152,-0.370,-0.090
5914,0.070,-0.041,-0.111,-0.015,0.091,-0.075,0.094,0.134,0.478,0.390,0.456,0.419,0.150,-0.377,-0.090
5915,0.067,-0.046,-0.113,-0.011,0.090,-0.079,0.095,0.134,0.478,0.389,0.454,0.416,0.148,-0.383,-0.090
5916,0.070,-0.045,-0.115,-0.013,0.092,-0.080,0.092,0.129,0.472,0.385,0.448,0.411,0.147,-0.388,-0.090
5917,0.073,-0.049,-0.122,-0.013,0.098,-0.086,0.089,0.123,0.468,0.381,0.443,0.407,0.144,-0.396,-0.091
5918,0.070,-0.057,-0.126,-0.006,0.098,-0.091,0.092,0.127,0.469,0.382,0.445,0.408,0.142,-0.399,-0.091
5919,0.064,-0.064,-0.128,-0.001,0.096,-0.096,0.092,0.127,0.469,0.381,0.444,0.408,0.140,-0.403,-0.089
5920,0.061,-0.068,-0.128,0.003,0.095,-0.098,0.090,0.123,0.465,0.379,0.441,0.406,0.138,-0.406,-0.087
5921,0.060,-0.067,-0.127,0.003,0.093,-0.097,0.092,0.122,0.463,0.377,0.440,0.405,0.138,-0.404,-0.086
5922,0.060,-0.063,-0.123,0.001,0.092,-0.093,0.089,0.118,0.460,0.374,0.439,0.403,0.136,-0.402,-0.085
5923,0.061,-0.061,-0.122,-0.001,0.092,-0.091,0.087,0.116,0.456,0.372,0.436,0.403,0.137,-0.403,-0.085
5924,0.064,-0.060,-0.124,-0.002,0.094,-0.092,0.085,0.113,0.454,0.368,0.433,0.400,0.139,-0.405,-0.083
5925,0.064,-0.060,-0.123,-0.002,0.094,-0.091,0.083,0.113,0.452,0.364,0.430,0.397,0.133,-0.406,-0.084
5926,0.061,-0.066,-0.127,0.002,0.095,-0.097,0.083,0.112,0.455,0.367,0.432,0.398,0.133,-0.410,-0.082
5927,0.059,-0.067,-0.125,0.004,0.092,-0.096,0.085,0.111,0.455,0.367,0.430,0.396,0.133,-0.405,-0.081
5928,0.059,-0.061,-0.120,0.001,0.090,-0.091,0.085,0.110,0.446,0.360,0.425,0.395,0.133,-0.403,-0.082
5929,0.059,-0.064,-0.123,0.002,0.091,-0.093,0.079,0.105,0.447,0.361,0.426,0.395,0.135,-0.409,-0.081
5930,0.056,-0.062,-0.117,0.004,0.086,-0.090,0.079,0.105,0.448,0.359,0.427,0.396,0.135,-0.405,-0.080
5931,0.053,-0.059,-0.112,0.003,0.083,-0.086,0.084,0.106,0.447,0.357,0.426,0.396,0.135,-0.400,-0.081
5932,0.058,-0.065,-0.122,0.003,0.090,-0.093,0.079,0.106,0.448,0.358,0.425,0.394,0.134,-0.406,-0.080
5933,0.060,-0.070,-0.131,0.005,0.096,-0.101,0.081,0.106,0.449,0.359,0.426,0.394,0.133,-0.410,-0.082
5934,0.062,-0.075,-0.137,0.006,0.100,-0.105,0.084,0.104,0.449,0.359,0.426,0.393,0.131,-0.415,-0.083
5935,0.059,-0.079,-0.137,0.009,0.098,-0.107,0.083,0.108,0.447,0.358,0.425,0.393,0.131,-0.415,-0.080
5936,0.052,-0.076,-0.128,0.012,0.090,-0.102,0.086,0.111,0.450,0.359,0.426,0.394,0.130,-0.411,-0.081
5937,0.051,-0.077,-0.128,0.013,0.090,-0.102,0.086,0.112,0.452,0.360,0.427,0.395,0.131,-0.415,-0.081
5938,0.057,-0.086,-0.142,0.015,0.100,-0.114,0.083,0.113,0.452,0.364,0.428,0.394,0.133,-0.423,-0.079
5939,0.059,-0.088,-0.146,0.015,0.103,-0.117,0.085,0.114,0.454,0.364,0.431,0.393,0.136,-0.428,-0.079
5940,0.055,-0.085,-0.140,0.015,0.098,-0.113,0.093,0.117,0.457,0.366,0.430,0.394,0.134,-0.423,-0.081
5941,0.053,-0.086,-0.138,0.015,0.096,-0.112,0.088,0.115,0.455,0.365,0.428,0.392,0.127,-0.423,-0.082
5942,0.051,-0.081,-0.132,0.015,0.091,-0.106,0.085,0.111,0.451,0.361,0.427,0.390,0.130,-0.419,-0.080
5943,0.052,-0.071,-0.123,0.009,0.088,-0.098,0.085,0.110,0.451,0.360,0.427,0.390,0.131,-0.414,-0.082
5944,0.047,-0.067,-0.114,0.009,0.081,-0.090,0.088,0.112,0.454,0.363,0.429,0.391,0.131,-0.412,-0.083
5945,0.053,-0.068,-0.120,0.007,0.087,-0.094,0.092,0.112,0.453,0.363,0.428,0.391,0.133,-0.411,-0.084
5946,0.061,-0.071,-0.132,0.005,0.097,-0.102,0.087,0.111,0.451,0.361,0.428,0.389,0.134,-0.411,-0.083
5947,0.059,-0.070,-0.129,0.005,0.095,-0.100,0.087,0.111,0.451,0.360,0.427,0.387,0.133,-0.410,-0.084
5948,0.059,-0.063,-0.122,0.002,0.091,-0.092,0.088,0.108,0.451,0.359,0.425,0.388,0.130,-0.408,-0.085
5949,0.053,-0.066,-0.118,0.006,0.086,-0.092,0.088,0.108,0.450,0.362,0.426,0.388,0.131,-0.409,-0.084
5950,0.051,-0.068,-0.118,0.008,0.085,-0.093,0.090,0.109,0.451,0.362,0.427,0.389,0.131,-0.411,-0.085
5951,0.053,-0.067,-0.119,0.006,0.086,-0.093,0.090,0.111,0.453,0.363,0.429,0.392,0.134,-0.413,-0.086
5952,0.057,-0.069,-0.125,0.006,0.091,-0.097,0.089,0.112,0.455,0.364,0.429,0.390,0.139,-0.414,-0.086
5953,0.052,-0.072,-0.123,0.010,0.088,-0.098,0.095,0.116,0.456,0.366,0.429,0.389,0.133,-0.414,-0.086
5954,0.049,-0.080,-0.128,0.015,0.088,-0.103,0.094,0.118,0.458,0.367,0.429,0.392,0.130,-0.417,-0.087
5955,0.047,-0.083,-0.130,0.018,0.088,-0.106,0.092,0.118,0.457,0.365,0.429,0.395,0.135,-0.420,-0.085
5956,0.044,-0.082,-0.125,0.018,0.085,-0.103,0.093,0.113,0.458,0.368,0.430,0.393,0.133,-0.418,-0.086
5957,0.051,-0.077,-0.129,0.013,0.090,-0.103,0.096,0.112,0.456,0.366,0.426,0.392,0.133,-0.416,-0.087
5958,0.050,-0.086,-0.135,0.018,0.092,-0.111,0.099,0.120,0.455,0.364,0.428,0.394,0.133,-0.423,-0.085
5959,0.048,-0.093,-0.141,0.022,0.095,-0.117,0.097,0.118,0.457,0.366,0.429,0.391,0.132,-0.426,-0.085
5960,0.051,-0.092,-0.142,0.021,0.097,-0.117,0.094,0.114,0.454,0.364,0.425,0.389,0.133,-0.424,-0.083
5961,0.050,-0.088,-0.138,0.018,0.094,-0.113,0.093,0.112,0.451,0.363,0.424,0.387,0.132,-0.423,-0.083
5962,0.050,-0.083,-0.132,0.016,0.090,-0.107,0.094,0.114,0.455,0.365,0.425,0.388,0.133,-0.419,-0.085
5963,0.048,-0.077,-0.125,0.014,0.086,-0.101,0.088,0.114,0.455,0.366,0.425,0.388,0.133,-0.416,-0.085
5964,0.051,-0.072,-0.122,0.010,0.087,-0.098,0.088,0.111,0.455,0.365,0.425,0.388,0.135,-0.414,-0.086
5965,0.051,-0.073,-0.124,0.011,0.088,-0.099,0.093,0.113,0.456,0.366,0.426,0.391,0.136,-0.414,-0.086
5966,0.050,-0.073,-0.123,0.011,0.086,-0.099,0.092,0.114,0.455,0.367,0.427,0.389,0.135,-0.413,-0.086
5967,0.049,-0.073,-0.121,0.012,0.086,-0.098,0.095,0.114,0.456,0.368,0.426,0.388,0.133,-0.411,-0.087
5968,0.046,-0.064,-0.110,0.009,0.079,-0.087,0.093,0.114,0.454,0.365,0.423,0.389,0.133,-0.406,-0.088
5969,0.048,-0.064,-0.111,0.007,0.080,-0.087,0.093,0.113,0.452,0.361,0.422,0.385,0.131,-0.409,-0.088
5970,0.046,-0.065,-0.111,0.009,0.079,-0.087,0.099,0.122,0.460,0.365,0.423,0.386,0.128,-0.408,-0.091
5971,0.037,-0.059,-0.096,0.011,0.067,-0.078,0.106,0.128,0.464,0.366,0.420,0.386,0.124,-0.400,-0.096
5972,0.035,-0.062,-0.097,0.013,0.066,-0.080,0.114,0.133,0.467,0.365,0.418,0.384,0.119,-0.401,-0.100
5973,0.035,-0.064,-0.098,0.015,0.067,-0.081,0.127,0.148,0.474,0.366,0.413,0.378,0.116,-0.401,-0.104
5974,0.029,-0.065,-0.092,0.018,0.060,-0.079,0.141,0.166,0.484,0.372,0.411,0.373,0.109,-0.398,-0.111
5975,0.026,-0.061,-0.087,0.018,0.058,-0.074,0.154,0.192,0.506,0.383,0.408,0.368,0.101,-0.396,-0.123
5976,0.026,-0.056,-0.081,0.015,0.053,-0.068,0.169,0.223,0.532,0.396,0.408,0.365,0.095,-0.387,-0.138
5977,0.027,-0.049,-0.075,0.011,0.051,-0.062,0.186,0.261,0.562,0.412,0.409,0.362,0.090,-0.380,-0.154
5978,0.030,-0.061,-0.091,0.015,0.061,-0.076,0.207,0.303,0.594,0.427,0.404,0.353,0.084,-0.396,-0.167
5979,0.035,-0.070,-0.105,0.018,0.070,-0.088,0.227,0.347,0.626,0.441,0.398,0.343,0.077,-0.404,-0.180
5980,0.040,-0.062,-0.102,0.011,0.071,-0.083,0.247,0.391,0.657,0.455,0.392,0.333,0.075,-0.396,-0.197
5981,0.040,-0.067,-0.106,0.013,0.073,-0.087,0.271,0.427,0.682,0.462,0.381,0.320,0.064,-0.406,-0.212
5982,0.042,-0.085,-0.127,0.021,0.085,-0.106,0.294,0.467,0.704,0.464,0.361,0.297,0.050,-0.423,-0.223
5983,0.048,-0.101,-0.149,0.026,0.099,-0.125,0.311,0.503,0.729,0.468,0.344,0.274,0.043,-0.441,-0.231
5984,0.054,-0.119,-0.172,0.032,0.114,-0.145,0.325,0.539,0.756,0.475,0.330,0.253,0.032,-0.468,-0.237
5985,0.059,-0.141,-0.199,0.040,0.130,-0.170,0.345,0.589,0.794,0.495,0.328,0.242,0.030,-0.491,-0.251
5986,0.070,-0.154,-0.224,0.042,0.146,-0.189,0.367,0.630,0.836,0.525,0.337,0.238,0.036,-0.504,-0.266
5987,0.084,-0.172,-0.256,0.044,0.170,-0.214,0.387,0.669,0.871,0.546,0.338,0.230,0.040,-0.526,-0.278
5988,0.103,-0.186,-0.289,0.042,0.196,-0.237,0.399,0.705,0.898,0.562,0.340,0.221,0.046,-0.548,-0.288
5989,0.122,-0.210,-0.333,0.043,0.228,-0.272,0.412,0.735,0.919,0.572,0.336,0.207,0.046,-0.577,-0.290
5990,0.139,-0.236,-0.375,0.049,0.257,-0.306,0.429,0.772,0.951,0.591,0.341,0.202,0.053,-0.605,-0.297
5991,0.166,-0.242,-0.407,0.038,0.287,-0.325,0.443,0.824,1.002,0.635,0.372,0.213,0.080,-0.624,-0.314
5992,0.197,-0.260,-0.456,0.031,0.327,-0.358,0.451,0.888,1.062,0.685,0.414,0.234,0.115,-0.647,-0.328
5993,0.221,-0.280,-0.500,0.029,0.361,-0.390,0.463,0.945,1.115,0.736,0.456,0.255,0.145,-0.668,-0.340
5994,0.248,-0.287,-0.535,0.019,0.392,-0.411,0.472,0.980,1.152,0.790,0.508,0.282,0.178,-0.679,-0.353
5995,0.278,-0.287,-0.565,0.004,0.421,-0.426,0.460,0.980,1.171,0.843,0.573,0.319,0.223,-0.683,-0.357
5996,0.319,-0.270,-0.588,-0.025,0.454,-0.429,0.426,0.949,1.179,0.901,0.652,0.373,0.286,-0.679,-0.359
5997,0.367,-0.241,-0.608,-0.064,0.488,-0.424,0.386,0.898,1.192,0.976,0.754,0.445,0.358,-0.663,-0.366
5998,0.409,-0.232,-0.640,-0.089,0.525,-0.436,0.350,0.850,1.202,1.056,0.862,0.515,0.431,-0.660,-0.368
5999,0.445,-0.223,-0.667,-0.112,0.556,-0.445,0.333,0.808,1.194,1.126,0.964,0.580,0.495,-0.659,-0.376
6000,0.483,-0.189,-0.672,-0.147,0.579,-0.431,0.327,0.786,1.194,1.200,1.067,0.646,0.557,-0.631,-0.397
6001,0.532,-0.142,-0.675,-0.196,0.605,-0.408,0.304,0.737,1.187,1.286,1.194,0.737,0.637,-0.591,-0.414
6002,0.555,-0.089,-0.644,-0.234,0.601,-0.367,0.280,0.656,1.165,1.363,1.314,0.819,0.702,-0.540,-0.426
6003,0.567,-0.042,-0.609,-0.263,0.588,-0.326,0.280,0.612,1.156,1.441,1.421,0.891,0.757,-0.490,-0.449
6004,0.575,0.001,-0.574,-0.288,0.575,-0.286,0.264,0.517,1.098,1.494,1.525,0.964,0.811,-0.449,-0.459
6005,0.582,0.065,-0.517,-0.324,0.550,-0.227,0.235,0.377,1.006,1.530,1.628,1.046,0.863,-0.379,-0.465
6006,0.595,0.119,-0.475,-0.357,0.535,-0.178,0.203,0.212,0.888,1.548,1.728,1.130,0.916,-0.315,-0.458
6007,0.588,0.154,-0.433,-0.371,0.511,-0.140,0.170,0.054,0.785,1.560,1.804,1.190,0.949,-0.272,-0.445
6008,0.585,0.207,-0.378,-0.397,0.482,-0.085,0.153,-0.028,0.744,1.595,1.876,1.249,0.988,-0.220,-0.451
6009,0.579,0.234,-0.345,-0.407,0.463,-0.056,0.149,-0.083,0.737,1.647,1.940,1.298,1.026,-0.192,-0.455
6010,0.544,0.216,-0.328,-0.381,0.436,-0.056,0.165,-0.114,0.758,1.708,1.978,1.317,1.034,-0.191,-0.456
6011,0.506,0.203,-0.303,-0.354,0.405,-0.051,0.168,-0.150,0.723,1.705,1.983,1.325,1.030,-0.190,-0.436
6012,0.472,0.203,-0.269,-0.339,0.371,-0.033,0.173,-0.191,0.682,1.687,1.968,1.331,1.020,-0.175,-0.421
6013,0.427,0.211,-0.216,-0.320,0.323,-0.003,0.202,-0.190,0.693,1.701,1.952,1.329,1.000,-0.151,-0.431
6014,0.389,0.183,-0.205,-0.286,0.297,-0.011,0.229,-0.181,0.697,1.694,1.895,1.290,0.959,-0.164,-0.426
6015,0.352,0.122,-0.230,-0.238,0.291,-0.054,0.242,-0.205,0.668,1.641,1.794,1.216,0.897,-0.217,-0.404
6016,0.318,0.079,-0.238,-0.199,0.278,-0.080,0.248,-0.252,0.622,1.579,1.692,1.153,0.844,-0.246,-0.374
6017,0.269,0.041,-0.227,-0.155,0.248,-0.093,0.250,-0.294,0.543,1.461,1.556,1.079,0.769,-0.267,-0.335
6018,0.227,-0.021,-0.247,-0.102,0.237,-0.135,0.225,-0.360,0.426,1.281,1.379,0.981,0.675,-0.322,-0.275
6019,0.197,-0.092,-0.288,-0.053,0.243,-0.191,0.199,-0.423,0.341,1.132,1.203,0.872,0.587,-0.386,-0.215
6020,0.148,-0.156,-0.303,0.004,0.226,-0.230,0.202,-0.427,0.284,0.981,1.028,0.753,0.483,-0.443,-0.177
6021,0.103,-0.192,-0.294,0.044,0.199,-0.243,0.212,-0.441,0.216,0.821,0.872,0.659,0.388,-0.470,-0.148
6022,0.051,-0.208,-0.258,0.079,0.154,-0.233,0.229,-0.485,0.093,0.605,0.710,0.570,0.284,-0.476,-0.118
6023,0.000,-0.237,-0.236,0.118,0.118,-0.236,0.224,-0.529,-0.060,0.339,0.528,0.470,0.176,-0.499,-0.064
6024,-0.037,-0.246,-0.208,0.142,0.086,-0.228,0.195,-0.594,-0.181,0.135,0.387,0.401,0.098,-0.505,-0.009
6025,-0.086,-0.250,-0.164,0.167,0.040,-0.207,0.174,-0.642,-0.256,0.006,0.285,0.346,0.029,-0.499,0.025
6026,-0.127,-0.259,-0.131,0.192,0.002,-0.195,0.161,-0.657,-0.278,-0.058,0.211,0.296,-0.029,-0.497,0.045
6027,-0.157,-0.259,-0.102,0.207,-0.028,-0.180,0.147,-0.660,-0.281,-0.100,0.162,0.257,-0.072,-0.491,0.057
6028,-0.170,-0.253,-0.082,0.210,-0.043,-0.168,0.136,-0.648,-0.268,-0.109,0.145,0.237,-0.092,-0.484,0.061
6029,-0.172,-0.247,-0.074,0.208,-0.049,-0.161,0.131,-0.628,-0.234,-0.088,0.153,0.229,-0.099,-0.478,0.056
6030,-0.173,-0.252,-0.077,0.211,-0.048,-0.165,0.113,-0.609,-0.199,-0.065,0.162,0.225,-0.103,-0.476,0.056
6031,-0.165,-0.242,-0.076,0.203,-0.044,-0.159,0.084,-0.596,-0.171,-0.040,0.182,0.234,-0.093,-0.468,0.056
6032,-0.162,-0.240,-0.078,0.200,-0.042,-0.159,0.068,-0.580,-0.147,-0.027,0.191,0.232,-0.092,-0.469,0.051
6033,-0.159,-0.247,-0.087,0.203,-0.035,-0.168,0.064,-0.553,-0.118,-0.012,0.194,0.227,-0.096,-0.476,0.047
6034,-0.154,-0.242,-0.087,0.198,-0.033,-0.165,0.075,-0.506,-0.067,0.025,0.208,0.230,-0.090,-0.474,0.032
6035,-0.148,-0.233,-0.085,0.190,-0.032,-0.159,0.088,-0.450,-0.013,0.061,0.224,0.234,-0.082,-0.473,0.015
6036,-0.139,-0.221,-0.082,0.178,-0.028,-0.151,0.108,-0.394,0.035,0.092,0.240,0.241,-0.068,-0.469,-0.003
6037,-0.125,-0.214,-0.088,0.169,-0.018,-0.151,0.119,-0.332,0.093,0.137,0.261,0.250,-0.054,-0.470,-0.023
6038,-0.114,-0.227,-0.112,0.170,-0.001,-0.169,0.120,-0.281,0.141,0.170,0.274,0.254,-0.043,-0.486,-0.034
6039,-0.106,-0.235,-0.129,0.171,0.011,-0.182,0.132,-0.239,0.176,0.192,0.281,0.256,-0.031,-0.496,-0.044
6040,-0.091,-0.234,-0.142,0.162,0.026,-0.189,0.135,-0.202,0.208,0.213,0.291,0.259,-0.017,-0.509,-0.055
6041,-0.080,-0.238,-0.159,0.159,0.040,-0.199,0.128,-0.170,0.234,0.228,0.295,0.260,-0.005,-0.522,-0.061
6042,-0.071,-0.234,-0.163,0.153,0.046,-0.199,0.124,-0.144,0.254,0.240,0.299,0.262,0.004,-0.523,-0.066
6043,-0.064,-0.226,-0.162,0.144,0.049,-0.194,0.123,-0.121,0.273,0.249,0.304,0.266,0.015,-0.523,-0.070
6044,-0.058,-0.214,-0.156,0.136,0.050,-0.185,0.116,-0.096,0.293,0.264,0.312,0.273,0.025,-0.515,-0.075
6045,-0.045,-0.198,-0.151,0.121,0.053,-0.174,0.109,-0.068,0.319,0.283,0.327,0.287,0.036,-0.501,-0.080
6046,-0.034,-0.184,-0.150,0.108,0.058,-0.167,0.112,-0.035,0.346,0.301,0.342,0.300,0.050,-0.491,-0.084
6047,-0.013,-0.168,-0.153,0.090,0.070,-0.160,0.105,0.000,0.376,0.322,0.356,0.312,0.065,-0.481,-0.089
6048,0.007,-0.145,-0.153,0.069,0.081,-0.149,0.091,0.031,0.404,0.342,0.371,0.326,0.086,-0.471,-0.092
6049,0.019,-0.128,-0.146,0.053,0.083,-0.137,0.090,0.056,0.427,0.359,0.383,0.334,0.102,-0.462,-0.097
6050,0.029,-0.122,-0.151,0.046,0.090,-0.137,0.100,0.082,0.452,0.376,0.395,0.346,0.113,-0.459,-0.102
6051,0.037,-0.115,-0.151,0.038,0.095,-0.133,0.102,0.102,0.469,0.391,0.406,0.357,0.122,-0.450,-0.103
6052,0.045,-0.100,-0.145,0.027,0.096,-0.122,0.104,0.121,0.488,0.406,0.419,0.369,0.134,-0.436,-0.105
6053,0.056,-0.088,-0.144,0.016,0.101,-0.116,0.108,0.149,0.515,0.426,0.436,0.386,0.147,-0.426,-0.110
6054,0.065,-0.080,-0.144,0.007,0.105,-0.112,0.115,0.168,0.536,0.442,0.445,0.389,0.151,-0.417,-0.116
6055,0.071,-0.074,-0.145,0.002,0.108,-0.110,0.117,0.181,0.546,0.449,0.448,0.393,0.157,-0.413,-0.117
6056,0.074,-0.067,-0.141,-0.004,0.107,-0.103,0.118,0.188,0.556,0.456,0.455,0.404,0.166,-0.407,-0.119
6057,0.074,-0.060,-0.134,-0.007,0.104,-0.098,0.118,0.193,0.564,0.463,0.461,0.410,0.170,-0.403,-0.120
6058,0.073,-0.066,-0.139,-0.004,0.106,-0.102,0.123,0.198,0.565,0.463,0.463,0.411,0.169,-0.405,-0.120
6059,0.070,-0.070,-0.140,0.000,0.105,-0.105,0.133,0.203,0.566,0.464,0.463,0.410,0.169,-0.405,-0.121
6060,0.074,-0.064,-0.138,-0.005,0.106,-0.101,0.133,0.210,0.568,0.464,0.464,0.409,0.172,-0.402,-0.120
6061,0.078,-0.059,-0.137,-0.009,0.107,-0.098,0.131,0.209,0.573,0.465,0.467,0.411,0.173,-0.396,-0.121
6062,0.076,-0.054,-0.130,-0.011,0.103,-0.091,0.130,0.209,0.574,0.464,0.465,0.412,0.175,-0.392,-0.121
6063,0.075,-0.045,-0.119,-0.015,0.098,-0.082,0.128,0.210,0.571,0.463,0.465,0.414,0.176,-0.387,-0.120
6064,0.073,-0.036,-0.110,-0.018,0.091,-0.073,0.126,0.210,0.573,0.463,0.466,0.415,0.174,-0.382,-0.121
6065,0.079,-0.035,-0.114,-0.022,0.097,-0.074,0.122,0.208,0.572,0.460,0.464,0.414,0.172,-0.385,-0.122
6066,0.084,-0.038,-0.122,-0.023,0.103,-0.080,0.123,0.210,0.575,0.463,0.465,0.414,0.172,-0.389,-0.123
6067,0.085,-0.037,-0.121,-0.024,0.103,-0.080,0.120,0.213,0.576,0.462,0.465,0.414,0.174,-0.387,-0.122
6068,0.081,-0.030,-0.111,-0.026,0.097,-0.070,0.120,0.210,0.572,0.460,0.463,0.414,0.176,-0.379,-0.123
6069,0.082,-0.023,-0.104,-0.029,0.093,-0.064,0.115,0.211,0.576,0.460,0.464,0.416,0.178,-0.374,-0.124
6070,0.084,-0.027,-0.111,-0.029,0.097,-0.069,0.115,0.212,0.577,0.460,0.464,0.417,0.179,-0.376,-0.122
6071,0.086,-0.033,-0.118,-0.026,0.102,-0.075,0.118,0.212,0.578,0.460,0.465,0.416,0.178,-0.380,-0.120
6072,0.083,-0.034,-0.117,-0.025,0.100,-0.075,0.119,0.217,0.582,0.463,0.466,0.417,0.177,-0.381,-0.122
6073,0.082,-0.038,-0.119,-0.021,0.101,-0.079,0.121,0.220,0.584,0.468,0.469,0.420,0.180,-0.386,-0.122
6074,0.086,-0.043,-0.128,-0.022,0.107,-0.085,0.118,0.222,0.585,0.466,0.470,0.420,0.181,-0.393,-0.121
6075,0.086,-0.040,-0.126,-0.024,0.106,-0.083,0.118,0.223,0.586,0.466,0.470,0.423,0.181,-0.388,-0.122
